customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;Date
9818-XQCUV;Female;No;No;No; 2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 20,35;  45,30;0;2020-02-16
7338-ERIVA;Male;No;No;Yes;39;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;One year;No;Automatic; 45,05;1790,60;0;2017-02-01
1157-BQCUW;Male;No;No;No; 1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 74,95;  74,95;1;2020-03-17
8259-NFJTV;Female;No;Yes;Yes; 7;No;No phone service;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check; 34,65; 246,60;0;2019-09-19
3223-DWFIO;Male;Yes;No;No; 4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check; 69,35; 261,65;0;2019-12-18
2660-EMUBI;Male;Yes;No;No;10;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; 95,35; 898,35;1;2019-06-21
6968-GMKPR;Female;No;No;No;55;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check; 81,55;4509,50;0;2015-10-10
4751-ERMAN;Male;No;Yes;Yes;72;Yes;No;DSL;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Automatic; 75,40;5480,25;0;2014-05-18
1436-ZMJAN;Female;No;Yes;No;10;Yes;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Automatic; 67,80; 653,15;0;2019-06-21
3292-PBZEJ;Male;Yes;No;No;11;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;111,40;1183,05;0;2019-05-22
0799-DDIHE;Female;No;Yes;Yes;15;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check; 46,30; 639,45;0;2019-01-22
3070-FNFZQ;Female;No;Yes;Yes;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 20,40; 478,75;0;2018-05-27
2812-SFXMJ;Male;No;No;Yes; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 20,05;  20,05;0;2020-03-17
7675-OZCZG;Female;Yes;No;No; 3;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check; 45,00; 127,10;1;2020-01-17
5014-WUQMG;Male;No;Yes;Yes;47;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Electronic check; 96,10;4391,45;0;2016-06-06
5312-TSZVC;Female;No;No;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; 19,65; 270,60;0;2019-01-22
2003-CKLOR;Male;No;No;No;66;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check; 99,50;6710,50;1;2014-11-14
0993-OSGPT;Female;Yes;Yes;No;68;Yes;No;DSL;No;Yes;Yes;Yes;No;No;One year;Yes;Automatic; 60,65;3975,90;0;2014-09-15
9254-RBFON;Female;No;Yes;Yes;17;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;No;Automatic; 98,60;1704,95;1;2018-11-23
1205-WNWPJ;Female;No;No;No; 7;Yes;No;DSL;No;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check; 59,50; 415,95;1;2019-09-19
9391-EOYLI;Male;Yes;Yes;No;12;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check; 80,45; 950,20;1;2019-04-22
7108-DGVUU;Female;Yes;Yes;No;21;Yes;Yes;DSL;No;Yes;Yes;No;No;Yes;One year;No;Automatic; 71,70;1497,05;0;2018-07-26
2782-JEEBU;Male;No;No;No;21;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check; 36,00; 780,15;0;2018-07-26
5127-BZENZ;Female;No;Yes;Yes;56;Yes;Yes;DSL;Yes;No;No;No;Yes;No;One year;No;Automatic; 65,20;3512,15;0;2015-09-10
2720-FVBQP;Female;No;Yes;Yes; 6;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Automatic; 48,95; 273,25;0;2019-10-19
9906-NHHVC;Female;Yes;No;No;65;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Automatic; 53,50;3517,90;0;2014-12-14
4522-XRWWI;Male;No;Yes;No;42;Yes;Yes;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Automatic; 80,45;3375,90;0;2016-11-03
3766-EJLFL;Female;No;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Automatic;109,05;7508,55;0;2014-09-15
5939-SXWHM;Male;No;Yes;Yes;48;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 26,30;1245,05;0;2016-05-07
8152-UOBNY;Female;Yes;No;No;50;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Electronic check;106,80;5347,95;0;2016-03-08
7351-KYHQH;Female;Yes;No;No; 7;Yes;No;DSL;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check; 64,95; 493,65;0;2019-09-19
7643-RCHXS;Female;No;Yes;Yes;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check; 19,35;1263,85;0;2015-02-12
8246-SHFGA;Male;No;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Automatic; 21,10; 385,55;0;2018-11-23
8387-MOJJT;Female;No;Yes;Yes;42;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Automatic; 77,95;3384,00;1;2016-11-03
0620-XEFWH;Male;No;Yes;Yes; 4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 18,85;  84,20;0;2019-12-18
6485-QXWWE;Female;No;No;Yes;62;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 26,00;1638,70;0;2015-03-14
2761-OCIAX;Male;Yes;No;No; 2;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check; 74,70; 165,40;1;2020-02-16
7321-VGNKU;Female;No;Yes;No; 2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 70,35; 120,25;0;2020-02-16
5327-CNLUQ;Male;No;Yes;No;48;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Automatic; 96,90;4473,45;0;2016-05-07
7552-KEYGT;Male;No;Yes;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 19,55; 520,55;0;2018-01-27
5816-JMLGY;Female;No;Yes;Yes;70;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Automatic; 80,40;5717,85;0;2014-07-17
3068-OMWZA;Male;Yes;No;No; 1;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check; 88,80;  88,80;1;2020-03-17
2927-QRRQV;Male;No;Yes;No;46;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Electronic check; 94,65;4312,50;0;2016-07-06
6032-KRXXO;Male;No;No;No;30;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; 90,25;2755,35;1;2017-10-29
7459-RRWQZ;Female;No;No;No;15;Yes;Yes;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Automatic; 64,65; 994,55;1;2019-01-22
6265-SXWBU;Male;No;Yes;Yes;69;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;No;Automatic; 95,75;6511,25;0;2014-08-16
7941-RCJOW;Male;No;No;No;65;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Automatic; 19,55;1218,65;0;2014-12-14
6374-NTQLP;Male;Yes;Yes;Yes;72;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Automatic;104,10;7447,70;0;2014-05-18
4154-AQUGT;Male;Yes;Yes;No;13;Yes;No;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Automatic; 89,05;1169,35;1;2019-03-23
2387-KDZQY;Male;No;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check; 20,10; 279,50;0;2018-11-23
3584-WKTTW;Male;No;Yes;No;51;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;111,55;5720,35;0;2016-02-07
3399-BMLVW;Male;No;Yes;Yes;51;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Automatic; 60,50;3121,45;0;2016-02-07
1971-DTCZB;Female;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Automatic; 90,95;6468,60;0;2014-05-18
3092-IGHWF;Male;No;Yes;Yes;67;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Electronic check; 87,40;5918,80;1;2014-10-15
3374-PZLXD;Male;No;No;No;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 19,70; 675,60;0;2017-07-01
3813-DHBBB;Male;No;Yes;No;67;No;No phone service;DSL;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Automatic; 50,95;3521,70;0;2014-10-15
2812-REYAT;Female;No;Yes;No;49;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Automatic; 20,05; 923,10;0;2016-04-07
6518-PPLMZ;Male;No;Yes;Yes;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check; 19,40;1110,35;0;2015-12-09
4939-KYYPY;Male;No;No;No;27;Yes;Yes;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Electronic check; 59,45;1611,65;0;2018-01-27
8017-LXHFA;Female;Yes;No;No;23;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; 94,75;2293,60;1;2018-05-27
5930-GBIWP;Male;No;No;No;69;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Automatic; 81,50;5553,25;0;2014-08-16
6022-KOUQO;Female;No;Yes;Yes; 2;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Automatic; 29,05;  44,75;0;2020-02-16
6352-TWCAU;Female;No;No;No;35;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; 86,45;3029,10;1;2017-06-01
2361-UPSND;Female;No;Yes;No;46;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;One year;No;Mailed check; 70,60;3231,05;0;2016-07-06
6035-RIIOM;Female;No;No;No;54;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Automatic; 97,20;5129,45;0;2015-11-09
2929-QNSRW;Female;No;Yes;No;56;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Electronic check; 98,25;5508,35;1;2015-09-10
1262-OPMFY;Female;No;Yes;No; 9;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Automatic; 75,75; 655,90;1;2019-07-21
9504-DSHWM;Male;No;No;No;20;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Automatic; 59,20;1191,20;0;2018-08-25
5035-BVCXS;Male;No;No;No;11;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check; 75,90; 866,40;0;2019-05-22
6267-DCFFZ;Female;Yes;Yes;No;30;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check; 90,05;2627,20;0;2017-10-29
3533-UVMOM;Male;No;Yes;No;68;Yes;No;DSL;Yes;Yes;Yes;No;No;Yes;Two year;No;Automatic; 70,95;4741,45;0;2014-09-15
2439-LYPMQ;Male;Yes;Yes;No;38;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;102,60;4009,20;0;2017-03-03
4248-QPAVC;Female;Yes;Yes;No;17;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Automatic; 85,35;1463,45;1;2018-11-23
1899-VXWXM;Male;No;No;No;48;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Automatic;106,10;5082,80;1;2016-05-07
1478-VPOAD;Female;No;No;No; 1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check; 43,80;  43,80;0;2020-03-17
9995-HOTOH;Male;No;Yes;Yes;63;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Electronic check; 59,00;3707,60;0;2015-02-12
2988-PLAHS;Female;No;No;No; 3;Yes;No;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check; 69,95; 220,45;0;2020-01-17
1371-OJCEK;Female;No;No;No;48;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Automatic; 24,35;1133,70;0;2016-05-07
4999-IEZLT;Male;No;No;No;66;No;No phone service;DSL;No;No;No;Yes;No;No;One year;No;Automatic; 29,45;1983,15;0;2014-11-14
8883-ANODQ;Female;No;Yes;Yes;68;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Two year;Yes;Automatic; 84,40;5746,75;0;2014-09-15
4690-LLKUA;Male;Yes;No;No;17;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 45,05; 770,60;1;2018-11-23
2351-RRBUE;Female;No;Yes;Yes; 7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; 20,65; 134,05;0;2019-09-19
5980-BDHPY;Male;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Automatic; 87,10;6230,10;0;2014-05-18
1498-DQNRX;Female;No;Yes;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 19,85; 573,05;0;2017-11-28
9469-WEJBT;Male;No;Yes;No;37;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check; 90,35;3419,30;0;2017-04-02
3331-HQDTW;Female;No;No;No;34;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Mailed check;109,80;3587,25;1;2017-07-01
9490-DFPMD;Female;Yes;No;No;42;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; 84,65;3541,35;1;2016-11-03
2581-VKIRT;Female;No;Yes;Yes;59;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;No;Mailed check; 65,50;3801,30;0;2015-06-12
5442-XSDCW;Male;No;Yes;Yes;11;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Automatic; 79,50; 868,50;1;2019-05-22
7426-WEIJX;Male;Yes;Yes;Yes;60;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check; 80,95;4859,10;0;2015-05-13
2851-MMUTZ;Female;No;No;No;27;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check; 56,15;1439,35;0;2018-01-27
3049-NDXFL;Female;No;No;No; 1;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Mailed check; 85,80;  85,80;1;2020-03-17
8580-AECUZ;Male;Yes;No;No; 1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; 79,10;  79,10;1;2020-03-17
3307-TLCUD;Male;No;Yes;No;17;No;No phone service;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Mailed check; 34,40; 592,75;0;2018-11-23
6625-FLENO;Male;No;Yes;No;58;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 20,75;1185,95;0;2015-07-12
2967-MXRAV;Male;No;Yes;Yes; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; 18,80;  18,80;0;2020-03-17
7963-GQRMY;Female;No;Yes;Yes; 3;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check; 44,30; 134,50;1;2020-01-17
8189-HBVRW;Female;No;No;No;53;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;No;Electronic check; 90,80;4921,20;0;2015-12-09
4163-KIUHY;Male;No;No;No;35;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check; 25,60; 901,25;0;2017-06-01
1228-FZFRV;Male;No;Yes;Yes;50;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Automatic;105,95;5341,80;1;2016-03-08
3500-NSDOA;Male;No;Yes;Yes;68;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;Two year;No;Automatic; 70,80;4859,95;0;2014-09-15
1171-TYKUR;Male;No;Yes;No;47;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check; 25,40;1139,20;0;2016-06-06
3761-FLYZI;Female;Yes;Yes;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Automatic;108,80;7082,45;0;2014-12-14
2058-DCJBE;Male;No;No;No; 5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 69,75; 324,60;1;2019-11-18
5364-XYIRR;Male;No;Yes;No;51;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; 94,65;4812,75;1;2016-02-07
4829-AUOAX;Female;No;No;No;46;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Automatic; 96,05;4399,50;1;2016-07-06
1219-NNDDO;Female;No;No;No; 9;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 76,85; 663,55;0;2019-07-21
8388-DMKAE;Female;No;No;No; 8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 20,25; 174,65;0;2019-08-20
4403-BWPAY;Male;No;No;No;14;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Automatic; 24,80; 321,70;0;2019-02-21
9659-QEQSY;Female;No;No;No;45;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;115,65;5125,50;0;2016-08-05
5405-ZMYXQ;Female;No;No;No; 8;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Automatic; 74,60; 548,90;0;2019-08-20
5047-LHVLY;Male;Yes;No;Yes; 1;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check; 50,15;  50,15;1;2020-03-17
1442-OKRJE;Male;No;Yes;Yes;66;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Automatic;103,15;7031,30;0;2014-11-14
4737-AQCPU;Male;No;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Automatic; 72,10;5016,65;0;2014-05-18
9158-VCTQB;Female;No;Yes;No;41;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Automatic;113,60;4594,95;1;2016-12-03
2808-CHTDM;Female;No;Yes;Yes;23;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 25,10; 611,45;0;2018-05-27
6311-UEUME;Female;No;No;No;29;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; 78,90;2384,15;1;2017-11-28
0793-TWELN;Female;No;No;No; 4;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check; 80,15; 319,85;0;2019-12-18
3283-WCWXT;Male;No;Yes;Yes; 6;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 25,40; 153,30;0;2019-10-19
1060-ENTOF;Female;Yes;Yes;No;67;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Automatic;105,40;7035,60;0;2014-10-15
0999-QXNSA;Male;Yes;No;Yes; 7;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check; 45,75; 344,20;0;2019-09-19
5451-MHQOF;Male;No;Yes;Yes;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check; 24,45;1431,65;0;2015-09-10
4836-WNFNO;Female;No;Yes;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 25,00;1849,20;0;2014-05-18
9225-BZLNZ;Male;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check; 85,25;6083,10;0;2014-05-18
0354-VXMJC;Male;No;Yes;Yes;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 19,60; 426,65;0;2018-05-27
4422-QVIJA;Female;No;No;Yes;35;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check; 50,15;1655,35;0;2017-06-01
9365-SRSZE;Male;Yes;Yes;No;27;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 70,55;1943,90;0;2018-01-27
6839-ITVZJ;Female;No;Yes;Yes;26;Yes;Yes;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check; 60,05;1616,15;1;2018-02-26
8332-OSJDW;Male;No;Yes;Yes;12;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; 26,40; 314,95;0;2019-04-22
4735-BJKOU;Female;No;No;No;40;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 20,15; 804,85;0;2017-01-02
0274-JKUJR;Male;No;Yes;Yes; 7;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Mailed check; 58,85; 465,70;0;2019-09-19
5740-YHGTW;Male;No;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Automatic; 97,55;6669,05;0;2014-07-17
8917-SZTTJ;Male;No;Yes;Yes;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 19,65;1161,75;0;2015-05-13
1696-MZVAU;Male;No;Yes;Yes;39;No;No phone service;DSL;No;No;No;No;No;No;One year;Yes;Automatic; 25,25; 947,75;0;2017-02-01
7359-WWYJV;Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Automatic;114,45;8375,05;0;2014-05-18
0375-HVGXO;Female;No;No;No; 1;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; 34,70;  34,70;1;2020-03-17
4906-ZHGPK;Male;No;Yes;Yes;54;Yes;Yes;DSL;No;Yes;No;Yes;Yes;No;One year;Yes;Electronic check; 70,70;3770,00;0;2015-11-09
8593-WHYHV;Male;No;No;No; 3;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check; 85,30; 264,80;1;2020-01-17
3795-GWTRD;Female;No;Yes;Yes;63;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Automatic; 75,55;4707,85;0;2015-02-12
1298-PHBTI;Male;No;Yes;Yes;71;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Two year;Yes;Electronic check; 84,80;6152,40;0;2014-06-17
6223-DHJGV;Female;No;No;No;42;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check; 20,65; 958,10;0;2016-11-03
6961-MJKBO;Male;No;No;No;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 20,45; 943,00;0;2016-06-06
6097-EQISJ;Female;No;Yes;Yes;66;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Automatic;102,45;6615,15;1;2014-11-14
4423-YLHDV;Female;No;Yes;No;21;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Automatic;104,40;2200,25;1;2018-07-26
8158-WPEZG;Male;No;No;No;11;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check; 35,65; 425,10;0;2019-05-22
0107-YHINA;Male;No;No;Yes; 1;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; 99,75;  99,75;1;2020-03-17
4918-FYJNT;Female;Yes;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check; 90,45;5044,80;0;2015-10-10
0727-BNRLG;Male;No;No;No;69;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;No;Two year;Yes;Automatic; 97,65;6743,55;0;2014-08-16
4854-CIDCF;Female;Yes;No;No; 3;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check; 73,85; 196,40;0;2020-01-17
8640-SDGKB;Male;No;No;No; 4;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; 74,40; 299,70;1;2019-12-18
3280-MRDOF;Male;Yes;No;No;30;Yes;Yes;DSL;No;No;Yes;Yes;Yes;No;Two year;Yes;Automatic; 69,10;2093,90;0;2017-10-29
6435-SRWBJ;Female;No;No;No; 5;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check; 82,75; 417,75;0;2019-11-18
9964-WBQDJ;Female;No;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Automatic; 24,40;1725,40;0;2014-06-17
6303-KFWSL;Female;No;No;No;29;Yes;Yes;DSL;No;Yes;No;No;No;No;One year;Yes;Electronic check; 55,25;1620,20;0;2017-11-28
1702-CCFNJ;Male;No;Yes;No;52;Yes;Yes;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Automatic; 61,35;3169,55;0;2016-01-08
8932-CZHRQ;Male;No;No;No;68;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;One year;No;Automatic; 76,75;5233,25;0;2014-09-15
0386-CWRGM;Female;No;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 19,40; 967,85;0;2016-07-06
5515-RUGKN;Male;No;No;No; 8;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Automatic; 54,75; 438,05;0;2019-08-20
